hashtag,class
,0
,0
"Vancouver, Reported, Island, Monkeypox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
world,0
,0
,0
,0
,0
,0
FDA,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
CDC,0
,0
monkeypox,0
monkeypox,0
monkeypox,0
monkeypox,0
monkeypox,0
monkeypox,0
"monkeypox, CDC",0
monkeypox,0
"monkeypox, CDC",0
,0
monkeypox,0
"monkeypox, CDC",0
monkeypox,0
"monkeypox, CDCgov",0
monkeypox,0
"monkeypox, COVID19",0
monkeypox,0
monkeypox,0
,0
,0
,0
,0
,0
Biden,0
,0
,0
,0
,0
,0
"Florida, Miami, Monkeypox",0
,0
,0
,0
,0
,0
"authors, writerslife, books, coronavirusoutbreak, amwriting, WritingCommunity, COVID19",0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, DisabilityTwitter",0
"Monkeypoxalypse, Medium, SaturdayMotivation",0
Monkeypox,0
,0
,0
"PuertoInterior, SecretariadeSalud, GtoGobierno, Coronavirus, VisitGuanajuato, GREEN, Covid19, SDES, COFOCE, 17381, TraveltoGuanajuato, BusinessinGuanajuato",0
"centivox, Covid",0
,0
,0
,0
,0
,0
,0
Monkeypox,0
,0
,0
Monkeypox,0
Monkeypox,0
monkeypox,0
childsafety,0
,0
,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
,0
,0
,0
monkeypox,0
,0
,0
,0
"Biden, Monkeypox",0
monkeypox,0
,0
,0
,0
,0
,0
,0
LGBTQ,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
Portuguese,0
Monkeypox,0
health,0
,0
,0
,0
"monkeypox, BREAKING, India",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"vaccine, monkeypox",0
,0
Health,0
,0
First,0
,0
petalinews,0
The,0
,0
,0
"read, NYT",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"news, trending",0
,0
,0
"NewYorkCity, washingtonpost, ericadams, monkeypox, monkeypoxvaccine, Biden, NYC, DemVoice1, monkeypoxvirus, WhiteHouse, CDC",0
,0
,0
"houstontx, HarrisCounty, monkeypox, mednews, medicalnews, houston, CDC",0
First,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"ViralFactsAfrica, monkeypox, COVID19",0
8NN,0
,0
,0
,0
,0
,0
"publichealth, vaccine, monkeypox",0
,0
"Officials, Confirm, Health, Monkeypox",0
,0
,0
,0
,0
,0
"NYT, News",0
,0
,0
,0
"CovidCentralIsNowMonkeyPoxed, RemoveRon",0
Learning,0
lifestyleswithlaura,0
,0
,0
,0
Health,0
,0
,0
,0
AkhbarAlYawm,0
,0
,0
,0
,0
,0
,0
,0
"testing, monkeypox",0
"testing, monkeypox",0
"testing, monkeypox",0
"MONKEYPOX, DC",0
"monkeypox, USA",0
"vaccinations, Affenpocken, Monkeypox",0
,0
,0
,0
Monkeypox,0
,0
,0
,0
,0
,0
,0
,0
"news, Germany",0
"coronavirus, COVID19",0
,0
,0
,0
,0
,0
,0
"RT, testing, monkeypox",0
,0
,0
,0
"MonkeypoxVirus, WHO, biostatistics, Epidemiology, monkeypox, epitwitter, WearAMask",0
,0
,0
,0
,0
"could, assumptions, should",0
,0
,0
monkeypox,0
Man,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
,0
Science,0
,0
,0
,0
,0
,0
,0
EuropeNews,0
,0
,0
,0
,0
FOX13,0
,0
viral,0
viral,0
"nzpol, BREAKING",0
,0
,0
,0
,0
,0
,0
"news, nytimes",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Gay, COVID19, PublicHealth, Sex, AlJazeera, Africa, History, Manufacturers, Europe",0
,0
"world, news, WorldNews",0
,0
,0
,0
,0
,0
,0
,0
nzpol,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"ViralFactsAfrica, monkeypox, COVID19",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"pride, lgbt",0
Monkeypox,0
"pride, lgbt",0
,0
,0
,0
,0
,0
,0
,0
Newshub,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
"MonkeypoxVirus, EidMubarak, Monkeypoxalypse, monkeypox, Visa",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
NZ,0
Monkeypox,0
Monkeypox,0
,0
"Newzeland, Monkeypox",0
,0
,0
,0
OneHealth,0
,0
,0
Monkeypox,0
,0
,0
,0
,0
"monkeypox, MonkeypoxUpdate",0
,0
,0
monkeypox,0
,0
,0
"MonkeypoxVirus, NewZealand, monkeypox, healthcare, medical",0
,0
,0
"NewZealand, Monkeypox",0
International,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"OpenData, Monkeypox, OpenSource, Linux, Java, OurWorldInData, AI, CDC, Warning",0
,0
,0
"DataScience, monkeypox, Linux, OpenSource, Prophet, Anacoda, Forecast, Python",0
,0
,0
,0
"high_consequence_infectious_disease, monkeypox",0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
Monkeypox,0
Monkeypox,0
,0
,0
,0
,0
"Monkeypox, transmission, infection, disease, outbreaks, Orthopoxvirus, immunesystem",0
Monkeypox,0
Monkeypox,0
,0
"MonkeypoxVirus, Monkeypox, news, France, BreakingNews, BREAKING",0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"MonkeypoxVirus, WorldNews, Monkeypox, NZNews",0
,0
,0
news,0
,0
monkeypox,0
"Viralnews, INDIA, DAILYNEWS, Breakingnews, InternationalNews, REPORT, NewsFeed",0
,0
,0
"MPXV, mHealth, LAX, monkeypox, SFO, jynneos, chicago, travel, vaccine, NYC, pharmacists, nurses, hcsm",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"cybersecurity, software, Google, Apple, Robotics, IOT, IOS, AI, SEO, telecom",0
,0
,0
Monkeypox,0
,0
BreakingNews,0
,0
,0
"monkeypox, MonkeypoxUpdate",0
Monkeypox,0
,0
,0
,0
,0
,0
,0
,0
"MonkeypoxVirus, Monkeypoxalypse, Abel, monkeypox, Rogers",0
,0
,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
"virus, Affenpocken, monkeypox, vaccine, NewZealand, who",0
"NewZealand, monkeypox",0
"virus, Affenpocken, monkeypox, vaccine, who, Andorra",0
"NewZealand, monkeypox, Auckland",0
"virus, Affenpocken, Spain, monkeypox, vaccine, who",0
,0
"Viralnews, TRENDING, Breakingnews, InternationalNews, REPORT, NewsFeed, UPDATE",0
,0
,0
,0
,0
,0
,0
monkeypox,0
"NewZealand, monkeypox",0
,0
"MonkeypoxInfection, Monkeypox, TagusValleyRegion",0
"Monkeypox, Day11",0
,0
,0
"LatestMONKEYPOX, Monkeypox",0
"LatestMONKEYPOX, Monkeypox",0
"LatestMONKEYPOX, Monkeypox",0
LatestMonkeypox,0
"roblox, worldnews, vbucks, news, googlenews, fortnite, sport",0
,0
,0
,0
,0
,0
,0
,0
,0
"NY, MonkeypoxVirus, NYC",0
,0
,0
"MonkeypoxVirus, Monkeypox, SmallPox, Portugal, chickenpox, TheFirstIndia, Europe",0
,0
,0
"vaccines, monkeypoxPCR, healthministry, monkeypoxcasereported, monkeypox, firstcaseofmonkeypox, NewZealand, newzealandlabs",0
,0
,0
monkeypox,0
,0
,0
"denmark, new_zealand, wellington, zealand, auckland",0
,0
,0
,0
,0
,0
,0
,0
"Health, news",0
,0
NewsBreak,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Ohio, monkeypox, LGBTQ",0
"monkeypox, LGBTQ, ohio",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
SmartNews,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
,0
Monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
"Madrid, Catalonia, Spain, Monkeypox",0
"MonkeypoxVirus, MPXV, monkeypox, outbreak, MPX",0
"MonkeypoxVirus, Monkeypoxalypse, monkeypox, ShinzoAbe, Noah",0
,0
,0
,0
,0
,0
,0
"spillover, Monkeypox, zoonotic",0
,0
,0
,0
,0
monkeypox,0
,0
monkeypox,0
,0
"MonkeypoxVirus, News, Monkeypox, NewsUpdates, BREAKING, USA, BreakingNews, Dallas, latestnews, UnitedStates",0
,0
,0
Gibraltar,0
,0
MonkeyPox,0
,0
,0
"UPDATE, BREAKING, Monkeypox",0
,0
Monkeypox,0
monkeypox,0
monkeypox,0
MonkeyPox,0
"WHO, pandemic, monkeypox, LatestNews, newsnut, healthcare, newsnutindia, Trending",0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
"topstories, news, berkleybearnews",0
,0
,0
,0
"monkeypox, Louisiana",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
SmartNews,0
,0
,0
,0
,0
SmartNews,0
monkeypox,0
"SocialActivism, ImproveSociety",0
,0
onehealth,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
Monkeypox,0
,0
,0
MonkeyPox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
Monkeypox,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
BREAKING,0
BreakingNews,0
"News, CVMTV, Monkeypox",0
Dozens,0
"monkeypox, France",0
"WHO, Monkeypox, HEALTH",0
"Corbevax, ICYMI, Novavax, HoodMedChats",0
"Jamaica, monkeypox",0
"breastfeedingandmonkeypox, monkeypoxtreatment, breastfeeding",0
,0
"Stockholm, Sweden, Monkeypox",0
"WHO, Monkeypox",0
"WHO, Monkeypox",0
MonkeyPox,0
Monkeypox,0
Monkeypox,0
Monkeypox,0
Monkeypox,0
Monkeypox,0
Monkeypox,0
"MPXV, Monkeypox, LGBQI2S",0
Monkeypox,0
,0
New,0
"newsdigest, gnews, newshot, newsupdates, newsnight, newsconnect, International, newsupdate, newszero, newsfeed, newsalert",0
,0
"NewYorkCity, monkeypox, vaccine",0
"NewYorkCity, monkeypox",0
"NewZealand, Monkeypox",0
Monkeypox,0
NYC,0
NYC,0
"Monkeypox, Pandemic",0
Public,0
"RT, monkeypox",0
San,0
"monkeypox, Sweden",0
,0
"health, monkeypox, Vaccination",0
BreakingNews,0
"cbsnews, BreakingNews",0
,0
,0
,0
"MonkeypoxVirus, Monkeypoxalypse, monkeypox, TonySirico, Rogers",0
"MonkeypoxVirus, Rieu, Monkeypoxalypse, Rybakina, monkeypox",0
"MonkeypoxVirus, Shine, Monkeypoxalypse, monkeypox, SriLanka",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
ThorLoveAndThunder,0
monkeypox,0
,0
,0
monkeypox,0
monkeypox,0
,0
,0
,0
,0
,0
"vaccine, Monkeybox",0
"hygiene, dentalhygienist, hygienist, hygieneschool, hygienestudent, dentalhygiene, registereddentalhygienist, dentalhygieneschool",0
,0
,0
,0
,0
,0
,0
,0
,0
"virus, Affenpocken, monkeypox, Argentina, vaccine, who",0
,0
,0
"CovidIsNotOver, Monkeypox",0
,0
monkeypox,0
,0
,0
,0
"Monkeypox, InfectiousDisease",0
,0
,0
,0
CGTNAmerica,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
"monkeypoxcase, monkeypox, Kolkata, WestBengal",0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, Kolkata, WestBengal",0
OmmcomNews,0
,0
,0
"virus, Affenpocken, monkeypox, vaccine, who, Canada",0
,0
monkeypox,0
,0
,0
,0
,0
"Monkeypox, Maryland, Baltimore, mednews, medicalnews, CDC",0
,0
,0
"realcolorado, coloradoliving",0
,0
,0
,0
"DHEC, TheAugustaPress, monkeypox, SouthCarolina",0
,0
,0
,0
SmartNews,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"mpxv, monkeypox, hmpxv, hmpv, mpv",0
,0
,0
monkeypox,0
"MonkeypoxVirus, MPXV, monkeypox, outbreak, MPX",0
"mpxv, monkeypox, hmpxv, hmpv, mpv",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, NewZeeland",0
,0
,0
,0
,0
,0
,0
,0
news,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
Monkeypox,0
"thelevant, vaccination_campaign, vulnerable_people, monkeypox, France",0
"France, MonkeyPox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Canada,0
"ViruelaDelMono, MPXV, VarioleDuSinge, Monkeypox, vaiolodellescimmie, apothera, variolesinge, viruela, ViruelaSimica, monkeypoxvirus, MedTwitter, IDtwitter, obgyntwitter, MPX",0
,0
,0
,0
,0
,0
,0
,0
HealthierJC,0
,0
,0
,0
,0
"virus, disease, Monkeypox, zoonotic",0
,0
,0
,0
,0
,0
"mpxv, mpx22",0
monkeypox,0
"tracker, Monkeypox, chart, Global, CDC",0
Monkeypox,0
,0
,0
,0
,0
,0
monkeypox,0
monkeypox,0
,0
Monkeypox,0
,0
,0
,0
,0
"Monkeypox, SARSCoV2, viruses, Cruciviruses, scicomm",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
publichealth,0
,0
,0
,0
,0
,0
"nyc, monkeypox, covid, stayhealthy",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
ksleg,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Kolkata, Monkeypox",0
,0
,0
,0
,0
,0
"LosAngeles, LA",0
,0
"County, Monkeypox, Vaccine, Expands",0
,0
,0
,0
,0
,0
,0
TheVariants,0
,0
,0
,0
"lanews, socal, lacounty, monkeypox, heysocal, vaccine",0
,0
,0
,0
,0
,0
,0
MedTech,0
MedTech,0
MedTech,0
MedTech,0
MedTech,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Dallas,0
,0
,0
,0
,0
,0
,0
,0
"news, Monkeypox, NewYork",0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
monkeypox,0
Monkeypox,0
,0
"virus, Affenpocken, monkeypox, vaccine, Mexico, who",0
"virus, Affenpocken, monkeypox, vaccine, Mexico, who",0
Monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Health,0
Guyana,0
Trinidad,0
America,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
COVID19,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"MeAndMyNation, YourNewsYourTimeYourWay, TheSourceMatters",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"topstories, news, berkleybearnews",0
,0
,0
,0
,0
,0
,0
SmartNews,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Vancouver,0
,0
,0
,0
Vancouver,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"news, feedly",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
ksleg,0
,0
,0
,0
EveningDebrief,0
"Chickenpox, MonkeypoxCasesInIndia, Monkeypox, SymptomsOfMonkeypox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"IDTwitter, MedTwitter, Monkeypox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Indiapolitics, KCR, Modi, breakingnews, Telangana, Breakingnews, indiapolitics, NewsFeed, AndhraPolitics",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
123INFO,0
"ipl2022, worldnews, instagram, viral, news, knowledge, tech, newyear2022, shorts, youtube, trending, happynewyear, facebook, trendingontwitter",0
"newspaper, worldnews, currentnews, yourchoicenews, news, newsupdate, dailynews, newspapers, latestnews",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"topstories, news, berkleybearnews",0
SmartNews,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, sfdph, sanfrancisco",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"globalhealth, monkeypox",0
"virus, NurseTwitter, US, publichealth, IDTwitter, virology, MedTwitter",0
,0
,0
"MonkeypoxVirus, SaturdayMotivation, Writer",0
,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
,0
,0
KWCH12,0
,0
,0
GLNRToday,0
,0
,0
,0
,0
GLNRToday,0
GLNRToday,0
,0
,0
,0
,0
monkeypox,0
,0
,0
monkeypox,0
,0
,0
Pride,0
"health, Monkeypox",0
"Portugal, monkeypox",0
,0
PublicHealth,0
MPXV,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
selfcare,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"MonkeypoxVirus, Fight, epidemiology, LGBT, publichealth, healthcare, LGBTQ, Health, Scientists",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
"Spain, Monkeypox",0
,0
,0
,0
monkeypox,0
,0
,0
,0
"games, business, cloud",0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, Maricopa, Arizona",0
"HumanityAtStake, Health, HumanHealth, monkeypox",0
,0
,0
,0
,0
VaccinesWork,0
,0
,0
,0
,0
Monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"MonkeypoxVirus, Breaking, SaturdayMotivation",0
,0
,0
,0
,0
,0
,0
drudge,0
,0
monkeypox,0
,0
,0
,0
,0
,0
"vaccine, monkeypox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"health, monkeypox, WHO",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, MonkeypoxVirus, COVID19",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
,0
,0
,0
,0
"WhiteSupremacists, FreeFloatingAnxiety",0
,0
,0
,0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
,0
,0
,0
,0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
,0
,0
,0
,0
,0
4,0
,0
,0
,0
,0
monkeypox,0
,0
"monkeypox, HardPass",0
,0
,0
,0
,0
,0
"publichealth, virus",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
,0
MonkeypoxVirus,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
"public, Breaking, Monkeypox, pandemic",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
FoundOnSkullIsland,0
,0
"monkeypox, pandemic",0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, COVID19",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
"Florida, NewYork",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, COVID19",0
,0
,0
,0
,0
SARSCoV2,0
,0
,0
vaccines,0
,0
,0
,0
,0
,0
,0
,0
shawnmendes,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"EndCancer, MonkeyPox",0
,0
,0
COVID,0
,0
"CDC, Monkeypox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"morningmotivation, morocco, mountains, monkeypox, model, morningroutine, morningquotes, motivation, modelo",0
,0
"monkeypox, lgbt, PrideMonth",0
,0
,0
,0
,0
,0
,0
"ClassIIB2, Monkeypox, Products, BSC1800IIB2X, Medical, Product, Lab, PCR, BIOBASE, Laboratory, BiologicalSafetyCabinet, Covid",0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"sandiego, monkeypox, homelessness, covid",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"COVID19vic, COVID19aus",0
,0
,0
,0
,0
,0
"weightloss, USAHumanRights, funnyvideos, Ukrainian, monkeypox, diabetes, USA, funny",0
"MonkeypoxVirus, SHAME, MONKEYPOXVAX4QUEERS, monkeypox",0
,0
,0
,0
,0
"monkeypox, CDC",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"health, monkeypox",0
,0
,0
,0
,0
,0
,0
pandemic,0
,0
,0
,0
,0
,0
,0
,0
,0
"Obamacare, Supreme_Court_ruling, killing_cancer_cells, monkeypox, drugprices, healthcare, MarkCuban",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
HRwithEM,0
"COVID19, monkeypox, Marburg, Diptheria, FootandMouth",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Chelsea, monkeypoxvaccine, NYC",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Denmark, monkeypoxvaccine, NYC, US",0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
monkeypox,0
2614,0
monkeypox,0
Monkeypox,0
,0
"FoodNews, Seattle, Dining",0
nokidsinprison,0
,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, master, vax, MaskUp, BA5, gop",0
,0
,0
"monkeypox, StopStigma",0
,0
,0
,0
,0
,0
,0
,0
"SaturdayMorning, hellosaturday",0
,0
,0
,0
,0
,0
,0
,0
"Monkeypox, BreakingNews",0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
LassaFever,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
triggers,0
,0
"PublicHealth, monkeypox, SARSCoV2, NEISvoid, BA5, DisabilityTwitter, COVID19",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"BUZZFEED, MONKEYPOX",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Aotearoa, Monkeypox",0
,0
,0
,0
,0
"monkeypox, SARSCoV2",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
