hashtag,class
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
,0
Science,0
,0
,0
,0
,0
,0
,0
EuropeNews,0
,0
,0
,0
,0
FOX13,0
,0
viral,0
viral,0
"nzpol, BREAKING",0
,0
,0
,0
,0
,0
,0
"news, nytimes",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Africa, History, Manufacturers, AlJazeera, PublicHealth, Sex, COVID19, Gay, Europe",0
,0
"news, WorldNews, world",0
,0
,0
,0
,0
,0
,0
,0
nzpol,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, COVID19, ViralFactsAfrica",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"pride, lgbt",0
Monkeypox,0
"pride, lgbt",0
,0
,0
,0
,0
,0
,0
,0
Newshub,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
"monkeypox, Visa, Monkeypoxalypse, MonkeypoxVirus, EidMubarak",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
NZ,0
Monkeypox,0
Monkeypox,0
,0
"Newzeland, Monkeypox",0
,0
,0
,0
OneHealth,0
,0
,0
Monkeypox,0
,0
,0
,0
,0
"monkeypox, MonkeypoxUpdate",0
,0
,0
monkeypox,0
,0
,0
"NewZealand, monkeypox, healthcare, medical, MonkeypoxVirus",0
,0
,0
"NewZealand, Monkeypox",0
International,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Linux, OpenSource, CDC, Java, AI, OpenData, OurWorldInData, Monkeypox, Warning",0
,0
,0
"Linux, monkeypox, OpenSource, DataScience, Forecast, Prophet, Anacoda, Python",0
,0
,0
,0
"monkeypox, high_consequence_infectious_disease",0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
Monkeypox,0
Monkeypox,0
,0
,0
,0
,0
"outbreaks, immunesystem, Orthopoxvirus, disease, infection, transmission, Monkeypox",0
Monkeypox,0
Monkeypox,0
,0
"BREAKING, France, news, Monkeypox, BreakingNews, MonkeypoxVirus",0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Monkeypox, WorldNews, MonkeypoxVirus, NZNews",0
,0
,0
news,0
,0
monkeypox,0
"NewsFeed, Breakingnews, InternationalNews, DAILYNEWS, REPORT, Viralnews, INDIA",0
,0
,0
"monkeypox, travel, nurses, chicago, hcsm, SFO, jynneos, mHealth, NYC, vaccine, LAX, MPXV, pharmacists",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"cybersecurity, IOT, Apple, AI, IOS, telecom, Google, SEO, software, Robotics",0
,0
,0
Monkeypox,0
,0
BreakingNews,0
,0
,0
"monkeypox, MonkeypoxUpdate",0
Monkeypox,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, Abel, Rogers, Monkeypoxalypse, MonkeypoxVirus",0
,0
,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
"NewZealand, monkeypox, Affenpocken, virus, who, vaccine",0
"NewZealand, monkeypox",0
"monkeypox, Affenpocken, virus, who, vaccine, Andorra",0
"NewZealand, monkeypox, Auckland",0
"monkeypox, Affenpocken, virus, Spain, who, vaccine",0
,0
"NewsFeed, TRENDING, Breakingnews, InternationalNews, REPORT, Viralnews, UPDATE",0
,0
,0
,0
,0
,0
,0
monkeypox,0
"NewZealand, monkeypox",0
,0
"Monkeypox, MonkeypoxInfection, TagusValleyRegion",0
"Monkeypox, Day11",0
,0
,0
"Monkeypox, LatestMONKEYPOX",0
"Monkeypox, LatestMONKEYPOX",0
"Monkeypox, LatestMONKEYPOX",0
LatestMonkeypox,0
"vbucks, roblox, worldnews, news, googlenews, sport, fortnite",0
,0
,0
,0
,0
,0
,0
,0
,0
"MonkeypoxVirus, NYC, NY",0
,0
,0
"TheFirstIndia, Portugal, chickenpox, SmallPox, Monkeypox, MonkeypoxVirus, Europe",0
,0
,0
"NewZealand, monkeypox, vaccines, newzealandlabs, monkeypoxPCR, monkeypoxcasereported, healthministry, firstcaseofmonkeypox",0
,0
,0
monkeypox,0
,0
,0
"auckland, denmark, new_zealand, zealand, wellington",0
,0
,0
,0
,0
,0
,0
,0
"Health, news",0
,0
NewsBreak,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, LGBTQ, Ohio",0
"monkeypox, ohio, LGBTQ",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
SmartNews,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
,0
Monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
"Monkeypox, Catalonia, Spain, Madrid",0
"monkeypox, MPXV, MonkeypoxVirus, outbreak, MPX",0
"Noah, monkeypox, ShinzoAbe, Monkeypoxalypse, MonkeypoxVirus",0
,0
,0
,0
,0
,0
,0
"Monkeypox, spillover, zoonotic",0
,0
,0
,0
,0
monkeypox,0
,0
monkeypox,0
,0
"MonkeypoxVirus, BREAKING, latestnews, Dallas, News, Monkeypox, BreakingNews, NewsUpdates, USA, UnitedStates",0
,0
,0
Gibraltar,0
,0
MonkeyPox,0
,0
,0
"BREAKING, Monkeypox, UPDATE",0
,0
Monkeypox,0
monkeypox,0
monkeypox,0
MonkeyPox,0
"monkeypox, pandemic, WHO, newsnut, Trending, newsnutindia, healthcare, LatestNews",0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
"topstories, news, berkleybearnews",0
,0
,0
,0
"monkeypox, Louisiana",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
SmartNews,0
,0
,0
,0
,0
SmartNews,0
monkeypox,0
"ImproveSociety, SocialActivism",0
,0
onehealth,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
Monkeypox,0
,0
,0
MonkeyPox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
,1
,1
,1
,1
,1
,1
"MonkeyPOX, STD, London",1
,1
,1
,1
,1
,1
,1
,1
,1
"pfizerdocuments, Pfizer, Moneypox",1
,1
"FuckOff, MoneyPox",1
,1
,1
,1
,1
,1
,1
"MonkeyPox, FakeNews",1
,1
,1
,1
,1
,1
,1
"FIREGARYGENSLER, AMC, AMCNOTLEAVING",1
,1
,1
Monkeypox,1
Tucker,1
,1
,1
,1
,1
Wuhan,1
,1
Tucker,1
,1
,1
,1
,1
,1
"Wuhan, Monkeypox",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"Monkeypox, WHO, MonkeypoxIsAirborne",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"viral, monkeypox, virus, ElonMusk, quotes, Truth, FridayVibes, YetToCome, Twitter, quote, COVID19, ShinzoAbe",1
,1
,1
,1
"monkeypox, lockdown, pandemic, itshappening, LiberalWorldOrder",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"MonkeypoxisAirborne, COVIDisAirborne, monkeypox, CovidIsNotOver",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
monkeypox,1
monkeypox,1
,1
,1
,1
,1
,1
,1
monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
monkeypox,1
,1
,1
"Monkeypox, ROEvWade",1
,1
,1
,1
,1
,1
,1
"MonkeyPox, democRAT",1
,1
"monkeypox, COVId, CDC",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"monkeypox, CCPvirus",1
,1
,1
Lie,1
,1
,1
,1
"Planedmic, RTL, BBC, CNN, BILD, Monkeypox",1
,1
,1
,1
monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
Monkeypox,1
,1
,1
,1
COVID,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"MonkeyPox, WearAMask, COVID19",1
,1
,1
,1
,1
,1
,1
,1
"Hospitals, Mask, N95",1
,1
,1
"MonkeyPox, RinoVirus, BirdFlu, Facts",1
,1
,1
,1
,1
,1
"BidenCrimeFamilly, BidenIsAFailure, BidenIsATraitor, bidenfailedamerica",1
,1
,1
,1
BillGatesBioterrorist,1
,1
"PrideMonth, Monkeypox",1
"Plandemic, WEF, MassPsychosis, Fear, CovidIsNotOver, Monkeypox, Marburg",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
marburgvirus,1
nzpol,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"virus, monkeypox",1
Monkeypox,1
,1
monkeypox,1
,1
,1
,1
,1
,1
,1
"Covid_19, smallpox, pandemic, NYCDOE, Monkeypox",1
,1
,1
Monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
wakeup,1
,1
,1
"women, men, Americans, crime, parents, Biden, Moms",1
,1
,1
"StopTheFearMongering, EndTheCovidNarrative, LeaveUsAlone, personalchoice, PersonalResponsibility",1
,1
,1
,1
,1
"WuhanLabLeak, Corona, Apenpokken, Wuhan, Fauci, GainOfFunction, COVID19, ManMade, Monkeypox, MonkeypoxVirus",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
sphinctermasks,1
,1
,1
,1
,1
,1
,1
,1
monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
Monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
"Monkeypox, Ebola",1
Plandemic,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"rogerbezanis, LetsGoBrandon",1
Monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"monkeypox, BillGatesBioterrorist",1
,1
,1
,1
MonkeyPox,1
,1
,1
,1
,1
"Monkeypox, SARSCoV2, WUHAN",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
WuhanLab,1
Monkeypox,1
,1
FoxNews,1
"Monkeypox, ROEvWade",1
"Monkeypox, ROEvWade",1
,1
,1
,1
,1
,1
"Monkeypox, Roe",1
,1
,1
,1
,1
,1
,1
"Wuhan, weirdscience, COVID19",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
moneypox,1
"Covid19, ConspiracyTruth, NWO, TGR, coronavirus, WakeUp, OpenYourEyes, TheGreatReset, Truth, Monkeypox, TheUncensoredTruth, Covid, NewWorldOrder",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"Monkeypox, Simpsons",1
,1
,1
,1
"MonkeyPox, MonkeyPoxisAirbourne, COVIDisAirborne, CovidIsNotOver",1
,1
,1
,1
,1
,1
"Monkeypox, China, COVID",1
,1
MonkeyPox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
cdnpoli,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"Monkeypox, COVID",1
,1
,1
,1
,1
,1
,1
,1
"monkeypox, BA5, COVID19",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"Monkeypox, Latvia, STD",1
,1
,1
Monkeypox,1
monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"NoShutDowns, NoMasks",1
,1
,1
,1
,1
,1
"bioterrorist, Gates, Ivermectine, MonkeyPox, Pfizer, dealers",1
,1
,1
,1
,1
,1
,1
CDC,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"monkeypox, STI",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"Monkeypox, monogamy, gay, nyc",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"stds, emptyThePews, celibacy, monkeypox, exvangelical, stis, SexPositive, PurityCulture, exvangelicals",1
"MonkeyPox, Australia",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
monkeypox,1
,1
,1
,1
,1
,1
,1
inJesusname,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
ThePeopleAreRising,1
,1
"monkeypox, COVIDisAirborne",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"men, Heterosexual, bisexual, sex, MonkeyPox",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
Monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"MonkeyPox, CDC",1
,1
,1
,1
,1
,1
Moneypox,1
,1
,1
,1
,1
,1
,1
Monkeypox,1
,1
,1
,1
"monkeypox, sars2",1
,1
,1
moneypox,1
,1
"monkeypox, lgbtqia",1
,1
,1
,1
WearAMask,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
std,1
"std, netde",1
,1
,1
,1
,1
,1
"MonkeyPox, MoneyPox",1
FuckWHO,1
,1
,1
,1
moneypox,1
,1
,1
"monkeypox, STD",1
,1
monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"monkeypox, mpx",1
,1
,1
,1
,1
monkeypox,1
,1
,1
,1
,1
,1
"Covid_19, COVID19",1
"monkeypox, VaccineDeaths, nomandates, TrudeauIsDestroyingCanada, BidenIsAFailure, TrudeauMustGo, Pfizer, shingles, vaccineinjuries",1
"Washington, Monkeypox, Pfizer, Marburg",1
"Pentagon, pfizer, Moderna, monkeypox",1
,1
"VaccineSideEffects, CrimesAgainstHumanity, pfizerdocuments",1
,1
,1
,1
,1
,1
LetItRIP,1
,1
,1
,1
,1
"MonkeyPox, BidenCrimeFamilly",1
monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
monkeypox,1
,1
,1
,1
,1
,1
"Airborne, monkeypox, MonkeypoxIsAirborneToo",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
ShinzoAbe,1
"monkeypox, WEF, WHO, gates",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"nitrogen, monkeypox, Netherlands, PaysBas, covid, plandemic",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
NY,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
lockdowns,1
,1
,1
,1
,1
,1
,1
,1
,1
DontLookUp,1
,1
,1
,1
"monkeypox, BillGatesBioTerrorist, Iran, China, COVID19, Russia, deepstate",1
"WHO, WakeUp, StandandFight, Unite, Monkeypox",1
,1
,1
,1
,1
MonkeyPoxIsAirborne,1
"monkeypox, ConstitutionalDuty, FauciLied, InPlainSight, Freedom, HumanRights, GlobalistElites, BioWeapons",1
,1
,1
,1
MonkeyPox,1
,1
"monkeypox, mpxv, neworleans, monkeypoxIsAirborne, louisiana, nola",1
,1
,1
,1
,1
"MonkeyPoxIsAirborne, bcpoli",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
