user_account_age_months,user is verified,user has url,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,class
158,1,1,1,0,2,0,26452,189,63269,500,0
158,1,1,0,0,0,0,18210,220,60229,427,0
168,1,1,1,5,2,0,287447,246,225132,2328,0
136,0,0,0,0,0,0,1446,5001,119934,17,0
159,1,1,11,3,23,0,42395,3912,19691,360,0
119,0,0,0,0,0,0,1784,179,2111894,257,0
47,0,1,43,14,120,12,10469,9,1026,99,0
120,1,1,0,0,4,0,6766,5084,5076,71,0
60,0,0,1,0,0,0,3765,3657,48913,3,0
22,0,0,0,1,3,0,210,111,11177,2,0
104,0,0,10,4,20,1,31567,484,9742,546,0
6,0,1,0,0,0,0,103,1,128163,1,0
119,0,0,0,0,0,0,2439,3760,74433,21,0
0,0,0,0,0,0,0,0,76,44,0,0
6,0,1,0,0,0,0,103,1,128163,1,0
107,0,1,0,0,1,0,1828,2,57149,10,0
54,0,0,0,0,0,0,39,716,19180,0,0
10,0,0,0,0,0,0,21,51,954,1,0
145,1,1,10,5,12,1,53285,2038,83478,600,0
0,0,0,0,0,0,0,0,76,44,0,0
115,0,0,0,0,0,0,10425,11461,297631,118,0
11,0,1,0,0,0,0,58,72,23796,0,0
47,0,0,0,0,0,0,384,49,58392,3,0
6,0,1,0,0,0,0,103,1,128163,1,0
54,0,0,0,0,0,0,39,716,19180,0,0
160,1,1,0,0,0,0,106819,1657,219975,1069,0
19,0,0,0,0,0,0,2517,65,165309,22,0
119,0,0,0,0,0,0,1784,179,2111894,257,0
95,0,1,0,0,0,0,946,488,22735,78,0
163,0,0,0,0,1,0,1721,5002,146290,61,0
54,0,0,0,0,0,0,39,716,19180,0,0
151,1,1,4,2,3,1,26504,896,80692,434,0
6,0,1,0,0,0,0,103,1,128163,1,0
70,0,0,0,0,1,0,531,172,59122,3,0
137,0,1,0,0,0,0,2206,4770,251743,359,0
49,0,0,1,1,6,1,1296,725,22836,19,0
28,0,0,0,0,0,0,11705,12156,121947,27,0
96,0,0,0,0,0,0,17,176,7258,0,0
101,0,0,0,0,0,0,54,129,66113,6,0
16,0,0,0,0,0,0,18,0,7497,1,0
45,0,1,0,0,0,0,5819,0,42322,5,0
95,0,1,0,0,0,0,2830,4803,21892,17,0
164,1,1,28,26,62,2,2794294,10965,485468,20966,0
165,0,1,4,3,9,1,13695,578,180867,489,0
157,1,1,14,7,49,3,22746,698,4709,492,0
3,0,0,0,0,0,0,612,1010,61113,2,0
51,0,1,0,1,5,0,368,334,26206,1,0
113,1,1,1,0,1,0,37362,90,43934,743,0
160,0,1,0,0,2,0,1209,399,4505,40,0
73,0,1,0,0,0,0,55,343,309,16,0
3,0,0,0,0,0,0,612,1010,61113,2,0
7,0,0,0,0,0,0,71,11,29684,0,0
75,0,0,0,0,1,0,344,417,28020,26,0
16,0,0,0,0,0,0,40,124,604,1,0
74,0,0,1,0,0,0,117,642,25996,3,0
6,0,0,0,0,0,0,120,183,2084,0,0
6,0,0,0,0,0,0,3,0,7582,0,0
60,0,0,0,0,3,0,703,300,4516,5,0
162,0,0,0,0,0,0,2129,921,9490,98,0
158,0,1,0,0,3,0,1676,2800,21226,35,0
25,0,0,0,0,0,0,1247,1528,40038,3,0
93,0,0,0,0,0,0,78,642,14017,1,0
41,0,0,0,0,0,0,1842,4985,124260,10,0
117,0,1,0,0,1,0,63,1,71719,0,0
134,0,1,1,1,4,0,245990,229390,666545,1422,0
177,1,1,0,0,6,1,322432,15603,231678,3311,0
6,0,1,0,0,0,0,160,1513,39231,0,0
158,1,1,5,0,7,0,99486,1225,19273,575,0
139,1,1,4,0,10,0,67278,1024,11318,984,0
56,0,1,0,0,0,0,398,679,7673,6,0
95,0,1,29,7,45,7,4795,876,11181,69,0
160,0,1,1,1,5,0,60220,908,96480,640,0
159,0,0,0,0,0,0,1979,2756,47737,3,0
46,0,1,0,0,0,0,985,1565,10808,1,0
6,0,1,0,0,0,0,57,77,34773,1,0
151,1,1,91,117,253,244,806501,1086,490999,10559,0
161,0,1,0,1,0,0,1332,1739,30739,24,0
130,0,1,0,0,0,0,1978,4440,104188,66,0
142,0,0,1,0,5,0,826,502,18494,6,0
154,0,1,0,0,0,0,1340,2337,53358,34,0
139,1,1,0,0,5,0,67278,1024,11318,984,0
163,1,1,1,0,0,0,14426,583,124147,276,0
56,0,0,0,0,1,0,1668,5000,47372,4,0
20,0,0,0,0,0,0,6,11,1686,1,0
95,0,1,0,0,0,0,102,411,2909,8,0
20,0,0,0,0,0,0,6,11,1686,1,0
143,0,1,0,0,0,0,13644,14095,801687,0,0
96,0,1,0,0,0,0,1540,33,340510,15,0
163,1,1,0,0,0,0,11795,395,44050,280,0
81,0,1,0,0,0,0,792,1701,1991,11,0
135,0,1,0,0,0,0,4052,500,9162,69,0
4,0,0,0,0,0,0,6,140,1394,0,0
160,0,1,0,0,0,0,215,62,59104,48,0
162,1,1,1,0,0,0,55669,175,230858,680,0
92,0,0,0,0,0,0,391,270,84479,10,0
151,0,1,1,1,0,0,853,3319,11053,5,0
20,0,0,0,0,0,0,6,11,1686,1,0
1,0,1,0,0,0,0,3,3,2054,0,0
5,0,1,0,0,0,0,17,70,2298,0,0
2,0,0,0,2,0,0,30,59,297,0,0
2,0,0,0,1,0,0,30,59,297,0,0
159,0,0,0,0,0,0,2704,4999,27325,7,0
64,0,1,0,0,0,0,265,1204,154020,2,0
160,1,1,9,0,14,0,3121386,414,72278,10271,0
145,1,1,0,0,1,0,5687,300,51669,136,0
143,0,1,3,3,30,0,16437,1725,146999,86,0
157,0,0,0,0,0,0,280,1828,161728,41,0
7,0,0,0,0,0,0,23,1,45346,0,0
2,0,0,0,0,0,0,3,1,4034,0,0
2,0,0,0,0,0,0,3,1,4613,0,0
7,0,1,0,0,0,0,311,1080,345466,1,0
6,0,1,0,0,0,0,103,1,128163,1,0
148,0,0,0,0,0,0,746,824,479378,190,0
32,0,0,2,0,5,0,149,159,21349,3,0
22,0,1,0,0,1,0,1194,5005,59388,7,0
22,0,1,0,0,0,0,1194,5005,59388,7,0
11,0,1,0,0,1,0,58,72,23796,0,0
118,0,1,0,0,0,0,3143,451,18107,34,0
20,0,0,0,0,0,0,6,11,1686,1,0
20,0,0,0,0,0,0,6,11,1686,1,0
6,0,1,0,0,0,0,103,1,128163,1,0
14,0,1,0,0,1,0,685,4936,12400,6,0
97,0,0,0,0,1,0,1969,3527,77456,2,0
174,1,1,1,1,3,0,288127,11969,207353,2928,0
153,0,1,1,0,0,0,6529,4869,23313,186,0
130,0,1,3,0,4,0,6412,435,7862,131,0
132,0,0,0,0,0,0,103,216,7800,0,0
91,0,0,0,1,0,0,20,258,11024,1,0
159,0,1,0,0,0,0,2100,182,16768,79,0
41,0,1,0,0,0,0,983,2002,19743,11,0
110,0,0,0,0,1,0,1810,2420,49093,0,0
72,0,0,0,0,1,0,2263,3602,6543,13,0
147,0,1,1,0,0,0,4138,3736,1838759,262,0
159,0,0,0,0,0,0,963,818,315,54,0
142,0,0,0,0,0,0,62,40,94022,8,0
20,0,0,0,0,0,0,6,11,1686,1,0
158,1,1,16,3,13,4,464558,128,131215,4402,0
96,0,0,0,0,0,0,38,0,16246,1,0
86,0,0,0,0,0,0,35,0,12467,1,0
95,0,1,0,0,0,0,462,346,22896,2,0
102,0,1,0,0,0,0,377,284,233260,48,0
95,0,1,0,1,0,0,4772,2420,43709,150,0
155,0,1,0,0,0,0,18932,383,111320,575,0
95,0,1,0,0,0,0,710,229,21585,6,0
63,0,1,0,0,0,0,319,549,18723,5,0
110,0,0,0,0,2,0,2412,3997,98806,146,0
85,1,1,9,5,18,2,38659,731,25488,542,0
131,0,1,0,0,0,0,530,499,144866,2,0
28,0,0,0,0,1,0,824,1365,72715,8,0
166,1,1,4,1,6,0,88189,887,81449,1227,0
124,0,1,0,0,0,0,630,2032,7312,22,0
177,1,1,0,0,1,0,42255,68,100812,435,0
116,0,0,1,2,2,0,137,541,16013,6,0
131,0,1,0,0,0,0,530,499,144866,2,0
131,0,1,0,0,0,0,530,499,144866,2,0
131,0,1,0,0,0,0,530,499,144866,2,0
131,0,1,0,0,0,0,530,499,144866,2,0
163,0,1,0,0,0,0,3969,3718,264471,151,0
101,0,0,0,0,0,0,1758,553,219763,196,0
133,0,1,0,0,0,0,1180,1107,25473,232,0
90,0,0,0,0,0,0,81,166,10333,9,0
133,0,1,0,0,0,0,298,502,17434,14,0
165,1,1,0,0,1,0,112060,2290,202212,2473,0
115,0,0,0,2,0,0,241,690,23554,1,0
170,0,1,0,0,1,0,1140,1493,7079,47,0
115,0,0,0,0,0,0,241,690,23554,1,0
179,1,1,0,0,1,0,60921,6044,168930,843,0
141,1,1,1,0,1,0,7095,1427,52568,170,0
0,0,1,0,0,0,0,853,0,78,0,0
110,0,1,0,0,0,0,8551,3092,21090,223,0
162,1,1,1,0,0,0,43056,1524,135539,526,0
154,0,1,0,0,0,0,3341,251,10700,110,0
158,0,1,3,0,1,0,10871,450,61336,234,0
158,0,1,0,0,0,0,1228,312,46971,54,0
158,0,1,0,0,0,0,2247,273,49936,78,0
139,0,1,0,0,0,0,2003,380,45320,48,0
13,0,1,0,0,0,0,74,662,18508,0,0
148,0,1,0,0,0,0,3400,958,24400,82,0
45,0,0,0,0,0,0,4,55,2833,0,0
133,0,0,0,0,2,1,3516,5001,149117,7,0
158,0,1,0,0,0,0,1726,125,59413,63,0
108,1,1,76,3,90,51,323270,292,46207,617,0
53,0,0,0,0,0,0,1508,3757,27381,1,0
13,0,1,0,0,1,0,393,247,26543,0,0
54,0,1,0,0,0,0,159,25,43590,5,0
158,0,1,0,0,0,0,1683,162,54377,35,0
157,0,1,0,0,0,0,3763,1055,68797,93,0
158,0,1,0,1,0,0,9464,5891,60853,174,0
30,0,0,0,0,0,0,62,280,13613,0,0
52,0,0,0,0,0,0,58,125,2208,0,0
24,0,0,0,0,1,0,307,372,53491,0,0
181,1,0,0,0,0,0,1706,4643,35852,28,0
164,1,1,8,1,13,4,303999,413,208413,2927,0
68,0,0,0,0,1,1,66,131,2813,0,0
73,0,0,0,0,0,0,6,1,6437,0,0
3,0,0,4,1,10,0,1952,1925,6039,38,0
130,0,0,0,0,0,0,764,2317,68474,2,0
158,0,1,0,1,0,0,3480,170,57604,111,0
158,0,1,0,0,1,0,6681,1438,63740,194,0
20,0,1,0,0,0,0,559,1589,145019,1,0
44,0,1,1,1,4,0,74276,38,45025,540,0
10,0,0,2,0,2,0,108,381,4606,5,0
124,0,0,0,0,1,0,484,1922,15792,11,0
4,0,0,0,0,5,0,119,202,20,0,0
47,0,1,57,9,101,17,10469,9,1026,99,0
7,0,1,0,0,0,0,2,0,796,0,0
13,0,0,0,0,0,0,1132,1131,40877,1,0
25,0,1,1,0,10,0,723,178,290,7,0
72,0,0,1,0,1,0,1032,2032,4537,11,0
12,0,0,5,1,36,0,13560,5473,2855,165,0
107,1,1,2,1,4,1,6389,1346,23156,122,0
107,1,1,13,3,29,2,6389,1346,23156,122,0
147,0,1,0,0,0,0,12425,13668,321793,309,0
165,1,1,0,3,2,0,112060,2290,202212,2473,0
161,0,1,0,0,1,0,2378,958,85034,33,0
156,1,1,6,2,6,0,75960,845,90564,797,0
164,1,1,0,0,1,0,175331,2197,265765,1527,0
76,0,1,0,0,0,0,412,441,465228,0,0
50,0,1,0,0,0,0,1093,0,189320,3,0
81,0,0,0,0,0,0,16651,17115,157314,7,0
107,0,0,1,1,2,0,216,314,2588,0,0
165,1,1,1,1,0,0,173958,12140,305915,1711,0
105,0,0,0,0,0,0,5172,4973,103036,3,0
118,0,1,0,0,0,0,7,1,968,0,0
20,0,0,1,0,0,0,3586,4424,45411,0,0
12,0,0,0,0,0,0,9,21,7791,0,0
17,0,0,0,0,0,0,585,1204,28520,1,0
114,0,0,0,0,0,0,992,5014,18337,1,0
11,0,0,0,0,0,0,754,1908,135706,0,0
12,0,1,0,0,0,0,19,4,17431,1,0
6,0,0,0,0,0,0,3,0,7582,0,0
3,0,0,3,1,8,0,1952,1925,6039,38,0
11,0,0,0,0,0,0,2458,4897,17701,1,0
135,0,1,0,0,0,0,796,3196,41115,1,0
68,0,0,0,0,0,0,66,131,2813,0,0
53,0,1,0,1,3,0,3564,4937,2412,70,0
53,0,1,3,1,9,2,3564,4937,2412,70,0
53,0,1,0,1,4,0,3564,4937,2412,70,0
53,0,1,0,1,3,0,3564,4937,2412,70,0
53,0,1,0,1,4,0,3564,4937,2412,70,0
53,0,1,0,1,4,0,3564,4937,2412,70,0
53,0,1,0,1,4,0,3564,4937,2412,70,0
53,0,1,0,1,4,0,3564,4937,2412,70,0
53,0,1,0,1,5,0,3564,4937,2412,70,0
53,0,1,0,1,3,0,3564,4937,2412,70,0
53,0,1,0,1,4,0,3564,4937,2412,70,0
53,0,1,0,1,4,0,3564,4937,2412,70,0
53,0,1,0,1,4,0,3564,4937,2412,70,0
53,0,1,0,1,3,0,3564,4937,2412,70,0
53,0,1,0,1,4,0,3564,4937,2412,70,0
53,0,1,0,1,4,0,3564,4937,2412,70,0
53,0,1,0,1,4,0,3564,4937,2412,70,0
53,0,1,0,1,3,0,3564,4937,2412,70,0
53,0,1,0,1,4,0,3564,4937,2412,70,0
53,0,1,0,1,4,0,3564,4937,2412,70,0
53,0,1,0,1,4,0,3564,4937,2412,70,0
53,0,1,0,1,4,0,3564,4937,2412,70,0
53,0,1,1,1,5,0,3564,4937,2412,70,0
3,0,0,1,1,1,0,1952,1925,6039,38,0
154,0,0,0,0,0,0,111,81,10381,1,0
8,0,0,0,0,0,0,15,548,255,0,0
26,0,0,0,0,0,0,79,183,15367,0,0
165,1,1,1,0,0,0,41629,934,156660,942,0
156,1,1,3,2,1,1,839455,390,216485,7891,0
161,1,1,1,3,1,0,369165,1537,406347,3724,0
167,1,1,0,0,1,0,69246,1970,216453,848,0
38,0,1,0,0,0,0,234,236,1810,0,0
156,0,0,2,0,1,0,6306,6934,17520,10,0
110,0,1,0,0,0,0,314,335,32080,10,0
118,0,1,0,0,0,0,1206,1126,19121,18,0
89,0,1,0,0,0,0,93,101,17413,3,0
8,0,0,0,0,1,0,102,579,1699,0,0
147,0,1,0,0,0,0,4138,3736,1838759,262,0
59,0,1,2,1,0,0,2609,1958,32355,56,0
89,0,1,4,0,10,0,34354,30546,84552,466,0
20,0,0,0,0,0,0,45,14,10008,1,0
15,0,1,0,0,0,0,93,157,165467,1,0
29,0,0,0,0,0,0,67,37,860,3,0
89,0,1,10,2,13,1,34354,30546,84552,466,0
7,0,1,0,0,0,0,311,1080,345466,1,0
41,0,0,0,0,0,0,1842,4985,124260,10,0
26,0,0,0,0,0,0,101,1139,1167,0,0
158,1,1,0,0,0,0,25964,2249,142612,518,0
5,0,0,0,0,0,0,9,10,30687,0,0
161,0,1,1,0,3,0,981,2712,2630,17,0
3,0,1,0,0,0,0,6,1,1258,0,0
156,0,0,0,0,0,0,6306,6934,17520,10,0
49,0,1,0,0,0,0,105,3,25497,5,0
2,0,0,0,0,0,0,7,0,5989,0,0
30,0,1,1,0,0,0,275,1120,2798,1,0
11,0,1,3,0,4,0,428,1818,1089,3,0
12,0,1,0,0,0,0,8,0,17421,0,0
42,0,0,0,0,0,0,3292,5001,14312,2,0
132,0,0,0,0,0,0,1343,4435,188336,4,0
87,0,0,0,0,1,0,753,1093,307284,31,0
49,0,1,0,0,1,0,1886,2070,78691,0,0
3,0,0,0,0,0,0,82,584,303,0,0
148,0,1,0,1,0,0,1038,183,207894,392,0
6,0,0,0,0,1,0,24558,18156,30736,20,0
98,0,0,0,0,0,0,54,176,329,5,0
148,0,1,0,0,0,0,1038,183,207894,392,0
148,0,1,0,0,0,0,1038,183,207894,392,0
27,0,1,0,0,0,0,803,39,17881,14,0
118,0,1,0,0,0,0,257,41,197162,6,0
165,1,1,1,2,5,0,362511,4514,413250,1885,0
173,1,1,14,0,4,3,328944,5924,359476,2515,0
3,0,0,2,3,7,0,1952,1925,6039,38,0
9,0,1,0,0,0,0,3,0,5034,0,0
3,0,0,1,1,5,0,1952,1925,6039,38,0
18,0,1,0,0,0,0,9,52,10505,0,0
3,0,0,2,3,5,0,1952,1925,6039,38,0
157,1,1,4,0,6,0,1810188,996,214038,0,0
148,0,1,1,0,1,0,1038,183,207894,392,0
13,0,0,3,2,3,1,1324,1370,3963,6,0
158,0,0,0,0,2,0,4116,4957,147077,91,0
53,0,0,0,1,0,0,917,82,8764,12,0
148,0,1,1,0,1,0,1038,183,207894,392,0
10,0,1,0,0,0,0,9,26,7362,0,0
161,0,0,0,0,0,0,988,2519,62821,55,0
159,0,1,0,0,0,0,8439,7661,45007,41,0
31,0,1,0,0,0,0,1831,1628,179816,2,0
159,0,0,0,0,0,0,543,4532,35606,33,0
158,0,1,0,0,0,0,1425,3442,134266,83,0
4,0,1,0,0,0,0,0,0,2000,0,0
76,0,1,0,0,0,0,412,441,465228,0,0
49,0,1,0,0,0,0,250,1052,381976,5,0
0,0,0,0,0,0,0,384,451,520,0,0
1,0,0,0,0,0,0,3,73,432,0,0
162,0,1,0,0,0,0,1117,2797,7084,48,0
184,1,1,24,11,23,2,4417679,302,1036644,29209,0
14,0,1,0,0,2,0,1268,2197,13620,4,0
7,0,1,0,0,0,0,1125,6,18567,1,0
159,0,0,0,0,0,0,126,889,51530,0,0
169,1,1,0,1,2,0,116328,141,192789,1705,0
9,0,0,0,2,3,0,295,489,3120,0,0
18,1,1,1,0,4,0,8392,458,4208,128,0
52,0,1,0,0,0,0,1122,18,27572,4,0
6,0,0,0,0,0,0,9,246,274,0,0
164,1,1,0,1,1,0,18489,181,110257,395,0
40,0,0,1,0,0,0,1910,653,140120,35,0
85,0,1,0,1,0,0,359,82,3038,4,0
50,0,1,0,0,0,0,1093,0,189320,3,0
68,0,0,0,2,2,0,8201,8013,14838,1,0
5,0,1,0,0,0,0,38,1,103507,1,0
94,0,0,1,0,4,0,2520,2066,98206,3,0
32,0,0,1,0,1,0,4647,4008,8582,1,0
76,0,1,0,0,0,0,412,441,465228,0,0
36,0,0,1,0,0,0,46,145,6520,0,0
25,0,1,0,1,0,0,76,1511,443,0,0
12,0,1,0,0,0,0,14,5,40018,0,0
25,0,1,0,1,1,0,76,1511,443,0,0
138,0,0,3,0,1,0,7942,4194,995709,558,0
169,1,1,0,0,1,0,49669,546,180804,610,0
36,0,0,0,0,0,0,46,145,6520,0,0
160,1,1,0,0,1,0,130314,738,353411,962,0
50,0,1,0,0,1,0,61,42,24262,0,0
76,0,1,0,0,0,0,412,441,465228,0,0
136,0,0,0,0,0,0,10246,11235,260730,427,0
12,0,1,0,0,0,0,37,13,57406,0,0
72,0,0,0,0,0,0,7799,7427,18934,7,0
99,0,1,0,0,0,0,1784,2948,67111,318,0
88,0,0,0,0,0,0,27,172,9385,1,0
164,0,1,0,0,0,0,312,418,167949,78,0
100,0,1,0,0,0,0,738,1330,88862,145,0
46,0,0,0,0,0,0,14,65,6939,0,0
75,0,1,0,0,0,0,2504,4946,56153,20,0
3,0,0,3,0,9,0,1952,1925,6039,38,0
33,0,1,0,0,0,0,436,333,69003,4,0
3,0,0,4,2,6,0,1952,1925,6039,38,0
118,0,1,0,0,0,0,141,355,12324,7,0
102,0,0,0,0,0,0,378,77,62142,47,0
102,0,0,0,0,0,0,378,77,62142,47,0
71,0,1,0,0,0,0,4,55,4101,0,0
161,0,0,0,0,0,0,1368,2873,67812,76,0
93,0,1,0,0,0,0,355,309,7382,34,0
12,0,1,0,0,0,0,19,4,17431,1,0
76,0,1,0,0,0,0,412,441,465228,0,0
159,1,1,2,1,7,0,74236,965,87433,422,0
76,0,1,0,0,0,0,412,441,465228,0,0
140,0,0,0,0,0,0,199,441,84403,122,0
4,0,0,0,0,0,0,5,1,69762,0,0
128,0,1,0,0,0,0,1304,1250,51554,63,0
6,0,1,0,0,0,0,103,1,128163,1,0
112,0,0,0,0,0,0,273,273,14376,4,0
10,0,0,2,0,1,0,62,6,5528,2,0
72,0,0,0,0,0,0,589,217,12660,2,0
157,0,1,0,0,0,0,1406,1869,1924937,53,0
10,0,0,2,0,1,0,62,6,5528,2,0
88,0,0,0,0,0,0,27,172,9385,1,0
88,0,0,0,0,0,0,27,172,9385,1,0
162,1,1,2,2,5,0,571395,24051,442375,4933,0
76,0,0,0,0,0,0,98,384,8372,1,0
164,0,1,346,25,1162,23,18862,3628,38624,297,0
109,0,0,0,0,0,0,1197,5001,643708,788,0
21,0,0,0,0,1,0,45,233,1275,0,0
109,0,0,0,0,0,0,1197,5001,643708,788,0
50,0,1,0,0,0,0,1606,1257,528366,8,0
109,0,0,0,0,0,0,1197,5001,643708,788,0
125,0,0,0,0,0,0,52,79,5384,2,0
102,0,0,0,0,0,0,40,81,21442,1,0
67,0,1,0,0,0,0,5,48,2910,0,0
11,0,1,0,0,0,0,85,59,364195,1,0
76,0,1,0,0,0,0,412,441,465228,0,0
159,1,1,8,6,84,3,25360,891,20218,75,0
64,1,1,10,1,20,0,341490,207,3663,286,0
168,1,1,9,7,12,2,264833,574,226324,1711,0
165,1,1,10,9,25,0,626947,723,222650,2218,0
136,0,1,0,0,0,0,856,1389,49740,18,0
157,0,0,0,0,0,0,2,5,474,0,0
147,0,1,0,0,0,0,4138,3736,1838759,262,0
4,0,0,0,0,0,0,5,1,69762,0,0
6,0,0,0,0,0,0,3,18,446,0,0
167,1,1,2,2,3,0,605022,3986,269945,3274,0
53,0,0,0,0,0,0,1508,3757,27381,1,0
157,0,1,0,0,0,0,1406,1869,1924937,53,0
82,0,1,0,0,0,0,1127,352,62454,171,0
103,0,0,0,0,0,0,41,6,49865,14,0
112,0,0,0,0,0,0,4180,355,6407,42,0
131,0,1,0,0,0,0,12101,755,427947,57,0
78,0,0,0,0,0,0,289,166,279310,16,0
17,0,0,0,0,0,0,21,46,8430,0,0
168,1,1,17,20,31,7,2744003,2224,459740,13707,0
138,0,0,0,0,0,0,32,107,3069,0,0
24,0,0,0,0,0,0,1936,3378,37712,0,0
50,0,0,0,0,1,0,1464,1168,4357,2,0
92,0,0,0,0,0,0,12,11,3309,5,0
150,0,0,0,0,0,0,632,1687,16023,24,0
82,0,1,0,0,0,0,667,3737,17933,4,0
145,0,0,0,0,0,0,904,516,25274,12,0
106,0,1,0,0,0,0,463,498,6983,17,0
63,0,1,0,0,0,0,145,417,54244,0,0
156,1,1,3,2,2,0,75960,845,90564,797,0
44,0,1,0,0,0,0,13,0,31219,0,0
133,0,1,0,0,0,0,5539,1782,295630,36,0
160,1,1,1,0,0,0,285497,799,474175,1856,0
179,1,1,2,0,3,0,468411,824,257791,6017,0
76,0,1,0,0,0,0,412,441,465228,0,0
143,0,1,0,0,0,0,1477,544,753972,56,0
160,1,1,6,0,18,0,296489,2270,213242,3644,0
7,0,0,0,0,0,0,6,105,29674,0,0
4,0,0,0,0,0,0,5,1,69762,0,0
160,1,1,0,0,0,0,27908,323,75883,709,0
160,0,1,0,0,0,0,5645,1981,22130,228,0
158,0,1,0,0,0,0,5545,128,10366,138,0
20,0,0,0,1,0,0,3586,4424,45411,0,0
156,0,1,0,0,0,0,229,190,44272,4,0
47,0,1,1,0,0,0,932,2,3455,0,0
87,0,1,0,0,0,0,479,32,61774,4,0
38,0,1,0,0,0,0,975,22,62449,0,0
132,0,0,0,0,0,0,16679,9028,168280,315,0
138,1,1,0,0,6,1,10238899,371,820561,5921,0
154,0,1,0,0,0,0,7764,1080,9211,121,0
138,0,0,0,0,0,0,26,22,7246,2,0
2,0,1,0,0,0,0,2,14,73,0,0
21,0,0,1,0,3,0,1528,1041,17991,0,0
26,0,0,0,0,0,0,132,54,86846,4,0
4,0,0,0,0,0,0,5,1,69762,0,0
53,0,1,0,0,0,0,309,1468,4287,2,0
65,0,1,1,0,1,0,3735,4819,7393,36,0
24,0,1,0,0,1,0,303,4291,18837,5,0
157,0,1,0,0,0,0,1406,1869,1924937,53,0
136,0,0,0,0,0,0,485,680,32944,4,0
37,0,1,0,0,0,0,18,8,7003,0,0
164,1,1,6,1,6,1,553620,914,368145,4549,0
7,0,1,0,0,0,0,311,1080,345466,1,0
165,1,1,6,6,21,1,3953657,7074,448912,35778,0
49,0,1,0,0,0,0,274,220,18209,4,0
133,0,1,0,0,0,0,298,502,17434,14,0
40,0,1,0,0,0,0,23,7,37043,0,0
13,0,1,0,0,0,0,74,662,18508,0,0
74,0,1,1,0,1,0,210,1408,1176,6,0
4,0,0,0,0,0,0,5,1,69762,0,0
8,0,1,0,0,0,0,53,7,23989,0,0
